price,sertifikasi,n_bed,n_bath,luas_bangunan,area,city
1650000000,lainnya,3,3,63,Cakung, Jakarta Timur
11500000000,lainnya,4,3,420,Pantai Indah Kapuk, Jakarta Utara
350000000,lainnya,4,4,216,Pantai Indah Kapuk, Jakarta Utara
9000000000,lainnya,3,4,450,Penjaringan, Jakarta Utara
6000000000,lainnya,3,3,240,Penjaringan, Jakarta Utara
5700000000,lainnya,3,3,192,Penjaringan, Jakarta Utara
4100000000,lainnya,3,3,250,Penjaringan, Jakarta Utara
4500000000,lainnya,4,3,240,Pantai Indah Kapuk, Jakarta Utara
11500000000,lainnya,4,3,625,Pantai Indah Kapuk, Jakarta Utara
185000000,lainnya,1,1,50,Jatinegara, Jakarta Timur
3700000000,lainnya,3,3,100,Kramat Jati, Jakarta Timur
3900000000,lainnya,4,4,146,Pantai Indah Kapuk, Jakarta Utara
180000000,lainnya,1,1,18,Kramat Jati, Jakarta Timur
2750000000,lainnya,5,4,150,Cakung, Jakarta Timur
350000000,lainnya,1,1,25,Cempaka Putih, Jakarta Pusat
3200000000,lainnya,4,4,136,Pantai Indah Kapuk, Jakarta Utara
2250000000,lainnya,3,2,79,Pantai Indah Kapuk, Jakarta Utara
2500000000,lainnya,4,3,107,Pantai Indah Kapuk, Jakarta Utara
4500000000,lainnya,4,3,142,Pantai Indah Kapuk, Jakarta Utara
2000000000,lainnya,3,2,79,Pantai Indah Kapuk, Jakarta Utara
4200000000,lainnya,4,4,170,Pantai Indah Kapuk, Jakarta Utara
4500000000,lainnya,4,4,170,Pantai Indah Kapuk, Jakarta Utara
2100000000,lainnya,3,2,62,Pantai Indah Kapuk, Jakarta Utara
2800000000,lainnya,4,3,103,Pantai Indah Kapuk, Jakarta Utara
2040000000,lainnya,3,2,96,Pantai Indah Kapuk, Jakarta Utara
1700000000,lainnya,3,3,76,Pantai Indah Kapuk, Jakarta Utara
2000000000,lainnya,3,3,85,Pantai Indah Kapuk, Jakarta Utara
2700000000,lainnya,4,3,105,Pantai Indah Kapuk, Jakarta Utara
3750000000,lainnya,4,4,107,Pantai Indah Kapuk, Jakarta Utara
12000000000,lainnya,5,3,330,Pantai Indah Kapuk, Jakarta Utara
6500000000,lainnya,4,4,209,Pantai Indah Kapuk, Jakarta Utara
3300000000,lainnya,4,3,142,Pantai Indah Kapuk, Jakarta Utara
1500000000,lainnya,2,2,62,Pantai Indah Kapuk, Jakarta Utara
2700000000,lainnya,3,2,73,Pantai Indah Kapuk, Jakarta Utara
400000000,lainnya,2,1,50,Pesanggrahan, Jakarta Selatan
8500000000,lainnya,4,4,297,Pantai Indah Kapuk, Jakarta Utara
450000000,lainnya,1,1,40,Kramat Jati, Jakarta Timur
575000000,lainnya,2,2,70,Kramat Jati, Jakarta Timur
1200000000,lainnya,10,4,200,Palmerah, Jakarta Barat
230000000,lainnya,2,1,38,Duren Sawit, Jakarta Timur
300000000,lainnya,2,1,70,Tambora, Jakarta Barat
1593000000,lainnya,3,2,67,Cibubur, Jakarta Timur
3127000000,lainnya,4,4,118,Cibubur, Jakarta Timur
2300000000,lainnya,5,2,200,Palmerah, Jakarta Barat
950000000,lainnya,3,2,100,Duren Sawit, Jakarta Timur
1500000000,lainnya,3,1,120,Kebon Jeruk, Jakarta Barat
3800000000,lainnya,3,3,90,Pantai Indah Kapuk, Jakarta Utara
3800000000,lainnya,3,3,132,Pantai Indah Kapuk, Jakarta Utara
8500000000,lainnya,6,4,297,Pulo Gadung, Jakarta Timur
1000000000,lainnya,3,3,100,Cakung, Jakarta Timur
255000000,lainnya,2,2,100,Kembangan, Jakarta Barat
385000000,lainnya,1,1,40,Duren Sawit, Jakarta Timur
4000000000,lainnya,3,3,142,Cilandak, Jakarta Selatan
750000000,lainnya,2,3,152,Kramat Jati, Jakarta Timur
550000000,lainnya,1,1,66,Tomang, Jakarta Barat
1300000000,lainnya,3,2,160,Kebon Jeruk, Jakarta Barat
1550000000,lainnya,10,10,200,Palmerah, Jakarta Barat
10000000000,lainnya,5,3,360,Penjaringan, Jakarta Utara
16700000000,lainnya,3,3,398,Pantai Indah Kapuk, Jakarta Utara
200000000,lainnya,2,1,44,Kalisari, Jakarta Timur
350000000,lainnya,2,1,70,Cilangkap, Jakarta Timur
385000000,lainnya,2,1,40,Kembangan, Jakarta Barat
200000000,lainnya,3,2,35,Duren Sawit, Jakarta Timur
851000000,lainnya,3,2,79,Cibubur, Jakarta Timur
255000000,lainnya,2,1,25,Cengkareng, Jakarta Barat
6500000000,lainnya,3,2,160,Penjaringan, Jakarta Utara
700000000,lainnya,1,1,100,Jagakarsa, Jakarta Selatan
4000000000,lainnya,3,3,160,Pantai Indah Kapuk, Jakarta Utara
2600000000,lainnya,3,2,98,Pantai Indah Kapuk, Jakarta Utara
8000000000,lainnya,4,4,224,Pantai Indah Kapuk, Jakarta Utara
2600000000,lainnya,2,2,73,Grogol Petamburan, Jakarta Barat
285000000,lainnya,2,1,40,Jagakarsa, Jakarta Selatan
2900000000,lainnya,4,4,90,Pantai Indah Kapuk, Jakarta Utara
2500000000,lainnya,2,1,100,Kelapa Gading, Jakarta Utara
835000000,lainnya,3,2,90,Kramat Jati, Jakarta Timur
7000000000,lainnya,5,5,218,Cakung, Jakarta Timur
300000000,lainnya,2,1,60,Kramat Jati, Jakarta Timur
3300000000,lainnya,3,2,120,Penjaringan, Jakarta Utara
7200000000,lainnya,3,2,200,Penjaringan, Jakarta Utara
1400000000,lainnya,3,3,76,Pantai Indah Kapuk, Jakarta Utara
18000000001,lainnya,9,5,265,Palmerah, Jakarta Barat
3950000000,lainnya,4,3,240,Daan Mogot, Jakarta Barat
1250000000,lainnya,3,3,90,Penjaringan, Jakarta Utara
3500000000,lainnya,3,2,180,Pantai Indah Kapuk, Jakarta Utara
2150000000,lainnya,3,2,120,Penjaringan, Jakarta Utara
4500000000,lainnya,4,4,299,Penjaringan, Jakarta Utara
450000000,lainnya,1,1,84,Matraman, Jakarta Timur
600000000,lainnya,2,1,55,Duren Sawit, Jakarta Timur
855000000,lainnya,3,3,78,Ciracas, Jakarta Timur
6500000000,lainnya,3,3,360,Penjaringan, Jakarta Utara
2400000000,lainnya,4,4,97,Pantai Indah Kapuk, Jakarta Utara
735000000,lainnya,4,2,105,Duren Sawit, Jakarta Timur
2100000000,lainnya,3,2,48,Penjaringan, Jakarta Utara
5500000000,lainnya,5,5,209,Pantai Indah Kapuk, Jakarta Utara
3900000000,lainnya,3,3,160,Pantai Indah Kapuk, Jakarta Utara
2300000000,lainnya,3,3,105,Pantai Indah Kapuk, Jakarta Utara
2400000000,lainnya,3,2,110,Gambir, Jakarta Pusat
475000000,lainnya,5,5,120,Cipayung, Jakarta Timur
415000000,lainnya,10,5,52,Taman Sari, Jakarta Barat
2400000000,lainnya,3,2,84,Cakung, Jakarta Timur
852000000,lainnya,3,3,78,Ciracas, Jakarta Timur
850000090,lainnya,3,3,78,Cibubur, Jakarta Timur
850000000,lainnya,3,3,78,Cibubur, Jakarta Timur
7000000000,lainnya,4,2,139,Pasar Rebo, Jakarta Timur
160000000,lainnya,1,1,27,Kalideres, Jakarta Barat
300000000,lainnya,2,2,350,Kembangan, Jakarta Barat
3300000000,lainnya,6,4,170,Cakung, Jakarta Timur
2500000000,lainnya,5,5,119,Cakung, Jakarta Timur
7500000000,lainnya,5,6,500,Kalideres, Jakarta Barat
1350000000,lainnya,2,2,45,Pantai Indah Kapuk, Jakarta Utara
2000000000,lainnya,4,2,150,Kebon Jeruk, Jakarta Barat
980000000,lainnya,3,2,200,Cakung, Jakarta Timur
360000000,lainnya,2,2,48,Pulo Gadung, Jakarta Timur
1500000000,lainnya,2,2,100,Cilandak, Jakarta Selatan
1400000000,lainnya,3,2,200,Cibubur, Jakarta Timur
350000000,lainnya,2,1,60,Cilangkap, Jakarta Timur
250000000,lainnya,2,1,38,Kramat Jati, Jakarta Timur
1800000000,lainnya,2,1,132,Jakarta Selatan, Jakarta D.K.I.
700000000,lainnya,2,1,60,Kebon Jeruk, Jakarta Barat
415000000,lainnya,2,2,72,Duren Sawit, Jakarta Timur
600000000,lainnya,2,2,96,Cakung, Jakarta Timur
3700000000,lainnya,3,3,133,Pantai Indah Kapuk, Jakarta Utara
5600000000,lainnya,4,3,222,Setia Budi, Jakarta Selatan
510000000,lainnya,4,2,57,Cakung, Jakarta Timur
69000000,lainnya,1,1,24,Cengkareng, Jakarta Barat
2400000000,lainnya,4,4,98,Pantai Indah Kapuk, Jakarta Utara
2600000000,lainnya,4,4,130,Pantai Indah Kapuk, Jakarta Utara
400000000,lainnya,1,1,80,Cakung, Jakarta Timur
7850000000,lainnya,4,4,297,Pantai Indah Kapuk, Jakarta Utara
5600000000,lainnya,4,3,222,Kebayoran Lama, Jakarta Selatan
370000000,lainnya,2,2,50,Kramat Jati, Jakarta Timur
485000000,lainnya,2,2,60,Palmerah, Jakarta Barat
870000000,lainnya,3,3,61,Grogol Petamburan, Jakarta Barat
450000000,lainnya,2,1,150,Daan Mogot, Jakarta Barat
350000000,lainnya,4,1,105,Kembangan, Jakarta Barat
3500000000,lainnya,1,1,10,Grogol Petamburan, Jakarta Barat
3700000000,lainnya,4,3,266,Pantai Indah Kapuk, Jakarta Utara
155000000,lainnya,1,1,30,Jatinegara, Jakarta Timur
950000000,lainnya,2,2,55,Kebon Jeruk, Jakarta Barat
1000000000,lainnya,5,2,130,Pesanggrahan, Jakarta Selatan
20000000,lainnya,3,3,300,Pesanggrahan, Jakarta Selatan
275000000,lainnya,2,1,50,Pesanggrahan, Jakarta Selatan
375000000,lainnya,2,1,50,Jatinegara, Jakarta Timur
2000000000,lainnya,2,2,140,Kalideres, Jakarta Barat
250000000,lainnya,2,1,30,Pesanggrahan, Jakarta Selatan
360000000,lainnya,2,1,50,Duren Sawit, Jakarta Timur
3300000000,lainnya,3,4,120,Penjaringan, Jakarta Utara
4000000000,lainnya,4,4,180,Penjaringan, Jakarta Utara
3300000000,lainnya,3,3,120,Penjaringan, Jakarta Utara
210000000,lainnya,1,1,30,Palmerah, Jakarta Barat
1680000000,lainnya,3,2,79,Pantai Indah Kapuk, Jakarta Utara
675000000,lainnya,3,2,96,Kramat Jati, Jakarta Timur
330000000,lainnya,2,2,44,Kramat Jati, Jakarta Timur
845000000,lainnya,3,2,100,Kramat Jati, Jakarta Timur
2500000000,lainnya,3,2,79,Cakung, Jakarta Timur
590000000,lainnya,2,2,80,Kramat Jati, Jakarta Timur
535000000,lainnya,2,2,76,Kramat Jati, Jakarta Timur
650000000,lainnya,3,2,100,Kramat Jati, Jakarta Timur
450000000,lainnya,2,2,50,Jatinegara, Jakarta Timur
425000000,lainnya,2,2,60,Kramat Jati, Jakarta Timur
245000000,lainnya,1,1,30,Kramat Jati, Jakarta Timur
290000000,lainnya,1,1,50,Kramat Jati, Jakarta Timur
480000000,lainnya,2,2,60,Kramat Jati, Jakarta Timur
950000000,lainnya,2,1,40,Kalideres, Jakarta Barat
3600000000,lainnya,3,2,102,Penjaringan, Jakarta Utara
28000000000,lainnya,5,4,900,Penjaringan, Jakarta Utara
1000000000,lainnya,2,1,50,Kalideres, Jakarta Barat
2200000000,lainnya,3,2,100,Cengkareng, Jakarta Barat
2900000000,lainnya,4,4,107,Pantai Indah Kapuk, Jakarta Utara
1900000000,lainnya,2,1,78,Pantai Indah Kapuk, Jakarta Utara
65000000,lainnya,1,1,25,Jatinegara, Jakarta Timur
372500000,lainnya,2,1,35,Jatinegara, Jakarta Timur
2500000000,lainnya,5,4,260,Duren Sawit, Jakarta Timur
1800000000,lainnya,3,2,105,Pantai Indah Kapuk, Jakarta Utara
7500000000,lainnya,3,3,500,Pantai Indah Kapuk, Jakarta Utara
1500000000,lainnya,10,10,300,Kramat Jati, Jakarta Timur
24000000000,lainnya,3,3,1260,Pantai Indah Kapuk, Jakarta Utara
1900000000,lainnya,3,3,75,Kalideres, Jakarta Barat
24000000000,lainnya,5,7,900,Pantai Indah Kapuk, Jakarta Utara
7200000000,lainnya,4,3,200,Pantai Indah Kapuk, Jakarta Utara
3100000000,lainnya,3,3,150,Pantai Indah Kapuk, Jakarta Utara
3950000000,lainnya,3,3,150,Pantai Indah Kapuk, Jakarta Utara
1900000000,lainnya,3,3,107,Pantai Indah Kapuk, Jakarta Utara
1100000000,lainnya,2,2,62,Pantai Indah Kapuk, Jakarta Utara
5500000000,lainnya,3,2,160,Pantai Indah Kapuk, Jakarta Utara
2500000000,lainnya,4,4,100,Cakung, Jakarta Timur
3000000000,lainnya,3,4,120,Pantai Indah Kapuk, Jakarta Utara
1400000000,lainnya,2,2,79,Pantai Indah Kapuk, Jakarta Utara
1350000000,lainnya,2,2,85,Pantai Indah Kapuk, Jakarta Utara
150000000,lainnya,1,1,3,Makasar, Jakarta Timur
3900000000,lainnya,3,2,120,Pantai Indah Kapuk, Jakarta Utara
1325000000,lainnya,2,2,62,Pantai Indah Kapuk, Jakarta Utara
2350000000,lainnya,3,3,107,Pantai Indah Kapuk, Jakarta Utara
15500000000,lainnya,5,6,475,Penjaringan, Jakarta Utara
822906000,lainnya,2,1,42,Pulo Gadung, Jakarta Timur
350000000,lainnya,4,2,100,Cakung, Jakarta Timur
6800000000,lainnya,6,4,235,Cempaka Putih, Jakarta Pusat
475000001,lainnya,2,1,44,Tambora, Jakarta Barat
1000000000,lainnya,3,1,45,Cilincing, Jakarta Utara
350000000,lainnya,2,1,36,Pasar Rebo, Jakarta Timur
350000000,lainnya,2,2,50,Kramat Jati, Jakarta Timur
380000000,lainnya,5,6,475,Pantai Indah Kapuk, Jakarta Utara
95000000,lainnya,4,4,128,Pantai Indah Kapuk, Jakarta Utara
210000000,lainnya,1,1,12,Taman Sari, Jakarta Barat
8000000000,lainnya,3,1,150,Tebet, Jakarta Selatan
2600000000,lainnya,4,3,122,Cakung, Jakarta Timur
24000000000,lainnya,4,6,1080,Pantai Indah Kapuk, Jakarta Utara
245000000,lainnya,1,1,21,Jatinegara, Jakarta Timur
250000000,lainnya,1,1,40,Jatinegara, Jakarta Timur
374500000,lainnya,2,1,35,Jatinegara, Jakarta Timur
280000000,lainnya,2,2,86,Kembangan, Jakarta Barat
2500000000,lainnya,4,4,90,Cakung, Jakarta Timur
6500000000,lainnya,4,3,240,Kalideres, Jakarta Barat
200000000,lainnya,1,1,30,Cipayung, Jakarta Timur
2300000000,lainnya,5,3,210,Kalideres, Jakarta Barat
11000000000,lainnya,4,4,480,Pantai Indah Kapuk, Jakarta Utara
4300000000,lainnya,4,3,156,Cakung, Jakarta Timur
4800000000,lainnya,4,3,235,Cakung, Jakarta Timur
4350000000,lainnya,2,2,168,Penjaringan, Jakarta Utara
3000000000,lainnya,4,3,119,Cakung, Jakarta Timur
13800000000,lainnya,6,6,640,Pantai Indah Kapuk, Jakarta Utara
28000000000,lainnya,4,4,750,Penjaringan, Jakarta Utara
4500000000,lainnya,3,2,160,Penjaringan, Jakarta Utara
5300000000,lainnya,3,3,160,Penjaringan, Jakarta Utara
1400000000,lainnya,3,3,141,Cakung, Jakarta Timur
450000000,lainnya,2,1,70,Kramat Jati, Jakarta Timur
6500000000,lainnya,5,4,1102,Cengkareng, Jakarta Barat
7800000000,lainnya,3,3,300,Penjaringan, Jakarta Utara
60000000000,lainnya,4,9,1500,Penjaringan, Jakarta Utara
1800000,lainnya,1,1,36,Palmerah, Jakarta Barat
3250000000,lainnya,3,1,200,Kalisari, Jakarta Timur
300000000,lainnya,2,2,54,Cengkareng, Jakarta Barat
700000000,lainnya,3,2,62,Kramat Jati, Jakarta Timur
5195000000,lainnya,3,3,160,Pantai Indah Kapuk, Jakarta Utara
430000000,lainnya,2,1,80,Grogol Petamburan, Jakarta Barat
320000000,lainnya,1,1,40,Kebayoran Lama, Jakarta Selatan
430000000,lainnya,2,1,80,Sawah Besar, Jakarta Pusat
350000000,lainnya,1,1,30,Pesanggrahan, Jakarta Selatan
220000000,lainnya,1,1,30,Tambora, Jakarta Barat
4000000000,lainnya,5,1,90,Menteng, Jakarta Pusat
4950000000,lainnya,3,3,160,Penjaringan, Jakarta Utara
1900000000,lainnya,2,2,96,Pantai Indah Kapuk, Jakarta Utara
350000000,lainnya,2,1,56,Cengkareng, Jakarta Barat
4400000000,lainnya,3,4,132,Penjaringan, Jakarta Utara
2500000000,lainnya,3,3,105,Pantai Indah Kapuk, Jakarta Utara
1700000000,lainnya,2,1,79,Pantai Indah Kapuk, Jakarta Utara
1300000000,lainnya,2,2,62,Pantai Indah Kapuk, Jakarta Utara
4200000000,lainnya,4,3,187,Daan Mogot, Jakarta Barat
450000000,lainnya,3,2,115,Kemang, Jakarta Selatan
50000000,lainnya,1,1,21,Cengkareng, Jakarta Barat
1100000000,lainnya,6,6,200,Cibubur, Jakarta Timur
120000000,lainnya,1,1,35,Mampang Prapatan, Jakarta Selatan
11000000000,lainnya,4,3,330,Pantai Indah Kapuk, Jakarta Utara
